QuestionID | Topic Name | Subject/Section
 2201 | Mensuration | Numerical Ability
 2202 | Average | Numerical Ability
 2203 | Mixture and Alligation | Numerical Ability
 2204 | Profit and Loss | Numerical Ability
 2205 | Compound Interest | Numerical Ability
 2206 | Simple Interest | Numerical Ability
 2207 | Number System | Numerical Ability
 2208 | Percentage | Numerical Ability
 2209 | Time and Work | Numerical Ability
 2210 | Profit and Loss | Numerical Ability
 2211 | Compound Interest | Numerical Ability
 2212 | Statistics and Probability | Numerical Ability
 2213 | Percentage | Numerical Ability
 2214 | Time and Work | Numerical Ability
 2215 | Area | Numerical Ability
 2216 | Logical Reasoning | Reasoning
 2217 | Non-Verbal Reasoning | Reasoning
 2218 | Coding-Decoding | Reasoning
 2219 | Classification | Reasoning
 2220 | Logical Reasoning | Reasoning
 2221 | Logical Reasoning | Reasoning
 2222 | Logical Reasoning | Reasoning
 2223 | Logical Reasoning | Reasoning
 2224 | Logical Reasoning | Reasoning
 2225 | Venn Diagram | Reasoning
 2226 | Venn Diagram | Reasoning
 2227 | Puzzle | Reasoning
 2228 | Puzzle | Reasoning
 2229 | Series | Reasoning
 2230 | Non-Verbal Series | Reasoning
 2231 | Non-Verbal Series | Reasoning
 2232 | Classification | Reasoning
 2233 | Classification | Reasoning
 2234 | Analogy | Reasoning
 2235 | Coding-Decoding | Reasoning
 2236 | Coding-Decoding | Reasoning
 2237 | Non-Verbal Pattern | Reasoning
 2238 | Non-Verbal Classification | Reasoning
 2239 | Analogy | Reasoning
 2240 | Series | Reasoning
 2241 | Probability | Numerical Ability
 2242 | Mixtures & Alligations | Numerical Ability
 2243 | Profit and Loss | Numerical Ability
 2244 | Area | Numerical Ability
 2245 | Mixtures & Alligations | Numerical Ability
 2246 | Ratio and Proportion | Numerical Ability
 2247 | Speed, Distance and Time | Numerical Ability
 2248 | Ratio and Proportion | Numerical Ability
 2249 | Percentage | Numerical Ability
 2250 | Boats and Streams | Numerical Ability
 2251 | Simplification | Numerical Ability
 2252 | Profit and Loss | Numerical Ability
 2253 | Time and Work | Numerical Ability
 2254 | Number System | Numerical Ability
 2255 | Percentage | Numerical Ability
 2256 | Compound Interest | Numerical Ability
 2257 | Average | Numerical Ability
 2258 | Simple Interest | Numerical Ability
 2259 | Area | Numerical Ability
 2260 | Time and Work | Numerical Ability
 2261 | Non-Verbal Pattern Recognition | Reasoning
 2262 | Verbal Reasoning - Coding and Decoding | Reasoning
 2263 | Verbal Reasoning - Coding and Decoding | Reasoning
 2264 | Verbal Reasoning - Coding and Decoding | Reasoning
 2265 | Verbal Reasoning - Coding and Decoding | Reasoning
 2266 | Clock Problems | Numerical Ability
 2267 | Non-Verbal Reasoning - Calendar | Reasoning
 2268 | Verbal Reasoning - Logical Reasoning | Reasoning
 2269 | Verbal Reasoning - Blood Relations | Reasoning
 2270 | Verbal Reasoning - Venn Diagrams | Reasoning
 2271 | Verbal Reasoning - Venn Diagrams | Reasoning
 2272 | Verbal Reasoning - Venn Diagrams | Reasoning
 2273 | Verbal Reasoning - Classification | Reasoning
 2274 | Verbal Reasoning - Classification | Reasoning
 2275 | Verbal Reasoning - Classification | Reasoning
 2276 | Non-Verbal Reasoning - Puzzle | Reasoning
 2277 | Non-Verbal Reasoning - Puzzle | Reasoning
 2278 | Verbal Reasoning - Analogy | Reasoning
 2279 | Verbal Reasoning - Analogy | Reasoning
 2280 | Verbal Reasoning - Analogy | Reasoning
 2281 | Non-Verbal Reasoning - Direction and Orientation | Reasoning
 2282 | Verbal Reasoning - Number Series | Reasoning
 2283 | Verbal Reasoning - Number Series | Reasoning
 2284 | Non-Verbal Pattern Recognition | Reasoning
 2285 | Non-Verbal Figure Series | Reasoning
 2286 | Logical Reasoning | Reasoning
 2287 | Logical Reasoning | Reasoning
 2288 | Coding-Decoding | Reasoning
 2289 | Non-Verbal Reasoning | Reasoning
 2290 | Logical Reasoning | Reasoning
 2291 | Logical Reasoning | Reasoning
 2292 | Logical Reasoning | Reasoning
 2293 | Logical Reasoning | Reasoning
 2294 | Logical Reasoning | Reasoning
 2295 | Venn Diagram | Reasoning
 2296 | Venn Diagram | Reasoning
 2297 | Venn Diagram | Reasoning
 2298 | Series | Reasoning
 2299 | Puzzle | Reasoning
 2300 | Classification | Reasoning
 2301 | Classification | Reasoning
 2302 | Classification | Reasoning
 2303 | Non-Verbal Series | Reasoning
 2304 | Analogy | Reasoning
 2305 | Non-Verbal Series | Reasoning
 2306 | Classification | Reasoning
 2307 | Classification | Reasoning
 2308 | Puzzle | Reasoning
 2309 | Coding-Decoding | Reasoning
 2310 | Non-Verbal Series | Reasoning
 2311 | Trains | Numerical Ability
 2312 | Number System | Numerical Ability
 2313 | Profit & Loss | Numerical Ability
 2314 | Time & Work | Numerical Ability
 2315 | Ratio & Proportion | Numerical Ability
 2316 | Simple Interest | Numerical Ability
 2317 | Average | Numerical Ability
 2318 | Boats & Streams | Numerical Ability
 2319 | Mensuration | Numerical Ability
 2320 | Profit & Loss | Numerical Ability
 2321 | Probability | Numerical Ability
 2322 | Number System | Numerical Ability
 2323 | Simple Interest | Numerical Ability
 2324 | Mensuration | Numerical Ability
 2325 | Average | Numerical Ability
 2326 | Time & Work | Numerical Ability
 2327 | Simplification | Numerical Ability
 2328 | Time & Work | Numerical Ability
 2329 | Percentage | Numerical Ability
 2330 | Mixture & Alligation | Numerical Ability
 2331 | Current Affairs | General Awareness
 2332 | Polity | General Awareness
 2333 | Polity | General Awareness
 2334 | Defence | General Awareness
 2335 | Current Affairs | General Awareness
 2336 | Science & Tech | General Awareness
 2337 | Defence | General Awareness
 2338 | General Science | General Awareness
 2339 | General Science | General Awareness
 2340 | Sports | General Awareness
 2341 | General Science | General Awareness
 2342 | Defence | General Awareness
 2343 | Economy | General Awareness
 2344 | Art & Culture | General Awareness
 2345 | History - Medieval | General Awareness
 2346 | Defence | General Awareness
 2347 | Current Affairs | General Awareness
 2348 | Awards | General Awareness
 2349 | Polity | General Awareness
 2350 | Environment | General Awareness
 2351 | Geography - India | General Awareness
 2352 | International Organizations | General Awareness
 2353 | Books & Authors | General Awareness
 2354 | History - Modern | General Awareness
 2355 | Defence | General Awareness
 2356 | Ranking | Reasoning
 2357 | Direction & Distance | Reasoning
 2358 | Coding Decoding | Reasoning
 2359 | Classification (Verbal) | Reasoning
 2360 | Non-Verbal Pattern (Dot Situation) | Reasoning
 2361 | Number Series | Reasoning
 2362 | Letter Series | Reasoning
 2363 | Blood Relations | Reasoning
 2364 | Analogy (Verbal) | Reasoning
 2365 | Classification (Letter) | Reasoning
 2366 | Mathematical Operations | Reasoning
 2367 | Non-Verbal Series | Reasoning
 2368 | Syllogism | Reasoning
 2369 | Non-Verbal Series | Reasoning
 2370 | Venn Diagrams | Reasoning
 2371 | Classification (Letter) | Reasoning
 2372 | Non-Verbal Embedded | Reasoning
 2373 | Non-Verbal Pattern | Reasoning
 2374 | Number Analogy | Reasoning
 2375 | Non-Verbal Spatial | Reasoning
 2376 | Classification (Letter) | Reasoning
 2377 | Clocks (Mirror Image) | Reasoning
 2378 | Non-Verbal Pattern | Reasoning
 2379 | Non-Verbal Puzzle | Reasoning
 2380 | Number Analogy | Reasoning
 2381 | Average | Numerical Ability
 2382 | Boats & Streams | Numerical Ability
 2383 | Simplification | Numerical Ability
 2384 | Simplification | Numerical Ability
 2385 | Mensuration | Numerical Ability
 2386 | HCF & LCM | Numerical Ability
 2387 | Simple Interest | Numerical Ability
 2388 | Ratio & Proportion | Numerical Ability
 2389 | Percentage | Numerical Ability
 2390 | Percentage | Numerical Ability
 2391 | Probability | Numerical Ability
 2392 | Average | Numerical Ability
 2393 | Profit & Loss | Numerical Ability
 2394 | Mixture & Alligation | Numerical Ability
 2395 | Number System | Numerical Ability
 2396 | Mensuration | Numerical Ability
 2397 | Ratio & Proportion | Numerical Ability
 2398 | Time, Speed & Distance | Numerical Ability
 2399 | Mensuration | Numerical Ability
 2400 | Time & Work | Numerical Ability
 2401 | Current Affairs | General Awareness
 2402 | Art & Culture | General Awareness
 2403 | Science & Tech | General Awareness
 2404 | Current Affairs | General Awareness
 2405 | Government Schemes | General Awareness
 2406 | Defence | General Awareness
 2407 | Environment | General Awareness
 2408 | Defence | General Awareness
 2409 | History - Modern | General Awareness
 2410 | Sports | General Awareness
 2411 | International Organizations | General Awareness
 2412 | Books & Authors | General Awareness
 2413 | International Organizations | General Awareness
 2414 | Current Affairs | General Awareness
 2415 | Art & Culture | General Awareness
 2416 | Environment | General Awareness
 2417 | Polity | General Awareness
 2418 | History - Ancient/Medieval | General Awareness
 2419 | General Science | General Awareness
 2420 | Current Affairs | General Awareness
 2421 | Geography - India | General Awareness
 2422 | General Science | General Awareness
 2423 | History - Modern | General Awareness
 2424 | Defence | General Awareness
 2425 | Economy | General Awareness
 2426 | Profit and Loss | Numerical Ability
 2427 | Speed, Time and Distance | Numerical Ability
 2428 | Area | Numerical Ability
 2429 | Mensuration | Numerical Ability
 2430 | Compound Interest | Numerical Ability
 2431 | Algebra | Numerical Ability
 2432 | Time and Work | Numerical Ability
 2433 | Number System | Numerical Ability
 2434 | Ratio and Proportion | Numerical Ability
 2435 | Ratio and Proportion | Numerical Ability
 2436 | Simplification | Numerical Ability
 2437 | Algebra | Numerical Ability
 2438 | Ratio and Proportion | Numerical Ability
 2439 | Percentage | Numerical Ability
 2440 | Ratio and Proportion | Numerical Ability
 2441 | Ratio and Proportion | Numerical Ability
 2442 | Mixtures and Alligations | Numerical Ability
 2443 | Profit and Loss | Numerical Ability
 2444 | Number System | Numerical Ability
 2445 | Boats and Streams | Numerical Ability
 2446 | Defence | General Awareness
 2447 | Organizations | General Awareness
 2448 | Sports | General Awareness
 2449 | Environment | General Awareness
 2450 | Modern History | General Awareness
 2451 | Culture | General Awareness
 2452 | Current Affairs | General Awareness
 2453 | Polity | General Awareness
 2454 | Indian Geography | General Awareness
 2455 | Environment | General Awareness
 2456 |  | 
 2457 |  | 
 2458 |  | 
 2459 | Current Affairs | General Awareness
 2460 | Science | General Awareness
 2461 |  | 
 2462 |  | 
 2463 |  | 
 2464 |  | 
 2465 |  | 
 2466 |  | 
 2467 |  | 
 2468 |  | 
 2469 | Defence | General Awareness
 2470 | Science | General Awareness
 2471 | Defence | General Awareness
 2472 | Books | General Awareness
 2473 | Defence | General Awareness
 2474 | Current Affairs | General Awareness
 2475 | Science | General Awareness
 2476 | Awards | General Awareness
 2477 | Environment | General Awareness
 2478 | Environment | General Awareness
 2479 | Verbal Logic | Reasoning
 2480 | Verbal Logic | Reasoning
 2481 | Verbal Coding | Reasoning
 2482 | Verbal Venn | Reasoning
 2483 | Verbal Logic | Reasoning
 2484 | Verbal Analogy | Reasoning
 2485 | Verbal Logic | Reasoning
 2486 | Non-Verbal Spatial | Reasoning
 2487 | Verbal Series | Reasoning
 2488 | Non-Verbal Puzzle | Reasoning
 2489 | Verbal Series | Reasoning
 2490 | Non-Verbal Classification | Reasoning
 2491 | Verbal Analogy | Reasoning
 2492 | Average | Numerical Ability
 2493 | Non-Verbal Puzzle | Reasoning
 2494 | Verbal Series | Reasoning
 2495 | Verbal Coding | Reasoning
 2496 | Verbal Logic | Reasoning
 2497 | Verbal Classification | Reasoning
 2498 | Non-Verbal Puzzle | Reasoning
 2499 | Verbal Series | Reasoning
 2500 | Verbal Series | Reasoning
 2501 | Verbal Analogy | Reasoning
 2502 | Verbal Logic | Reasoning
 2503 | Verbal Logic | Reasoning
 2504 | Synonyms | Verbal Ability
 2505 | Antonyms | Verbal Ability
 2506 | Synonyms | Verbal Ability
 2507 | Antonyms | Verbal Ability
 2508 | One Word Substitution | Verbal Ability
 2509 | One Word Substitution | Verbal Ability
 2510 | One Word Substitution | Verbal Ability
 2511 | Cloze Test | Verbal Ability
 2512 | Cloze Test | Verbal Ability
 2513 | Cloze Test | Verbal Ability
 2514 | Cloze Test | Verbal Ability
 2515 | Cloze Test | Verbal Ability
 2516 | Reading Comprehension | Verbal Ability
 2517 | Reading Comprehension | Verbal Ability
 2518 | Reading Comprehension | Verbal Ability
 2519 | Reading Comprehension | Verbal Ability
 2520 | Sentence Completion | Verbal Ability
 2521 | Sentence Completion | Verbal Ability
 2522 | Sentence Completion | Verbal Ability
 2523 | Idioms | Verbal Ability
 2524 | Idioms | Verbal Ability
 2525 | Idioms | Verbal Ability
 2526 | Idioms | Verbal Ability
 2527 | Error Spotting | Verbal Ability
 2528 | Error Spotting | Verbal Ability
 2529 | Error Spotting | Verbal Ability
 2530 | Sentence Rearrangement | Verbal Ability
 2531 | Sentence Rearrangement | Verbal Ability
 2532 | Sentence Rearrangement | Verbal Ability
 2533 | Sentence Rearrangement | Verbal Ability
 2534 | Idioms & Phrases | Verbal Ability
 2535 | Error Detection | Verbal Ability
 2536 | Antonyms | Verbal Ability
 2537 | Synonyms | Verbal Ability
 2538 | Error Detection | Verbal Ability
 2539 | Antonyms | Verbal Ability
 2540 | Synonyms | Verbal Ability
 2541 | Vocabulary (Fillers) | Verbal Ability
 2542 | Sentence Rearrangement | Verbal Ability
 2543 | Synonyms | Verbal Ability
 2544 | Antonyms | Verbal Ability
 2545 | One Word Substitution | Verbal Ability
 2546 | Analogy | Verbal Ability
 2547 | Vocabulary (Fillers) | Verbal Ability
 2548 | Sentence Rearrangement | Verbal Ability
 2549 | Idioms & Phrases | Verbal Ability
 2550 | Analogy | Verbal Ability
 2551 | Error Detection | Verbal Ability
 2552 | Spelling | Verbal Ability
 2553 | Sentence Rearrangement | Verbal Ability
 2554 | Idioms & Phrases | Verbal Ability
 2555 | Spelling | Verbal Ability
 2556 | Error Detection | Verbal Ability
 2557 | Prepositions | Verbal Ability
 2558 | Reading Comprehension | Verbal Ability
 2559 | Reading Comprehension | Verbal Ability
 2560 | Reading Comprehension | Verbal Ability
 2561 | Cloze Test | Verbal Ability
 2562 | Cloze Test | Verbal Ability
 2563 | Cloze Test | Verbal Ability
 2564 | Time & Work | Numerical Ability
 2565 | Time & Work | Numerical Ability
 2566 | Ratio & Proportion | Numerical Ability
 2567 | Trains | Numerical Ability
 2568 | Mensuration | Numerical Ability
 2569 | Average | Numerical Ability
 2570 | Number System (Probability) | Numerical Ability
 2571 | Compound Interest | Numerical Ability
 2572 | Area & Perimeter | Numerical Ability
 2573 | LCM & HCF | Numerical Ability
 2574 | Profit & Loss | Numerical Ability
 2575 | Profit & Loss | Numerical Ability
 2576 | Percentage | Numerical Ability
 2577 | Simple Interest | Numerical Ability
 2578 | Profit & Loss | Numerical Ability
 2579 | Mixture & Alligation | Numerical Ability
 2580 | Time & Work | Numerical Ability
 2581 | Percentage | Numerical Ability
 2582 | Time, Speed & Distance | Numerical Ability
 2583 | Ratio & Proportion | Numerical Ability
 2584 | Defence | General Awareness
 2585 | International Organizations | General Awareness
 2586 | Geography - World | General Awareness
 2587 | Polity | General Awareness
 2588 | International Organizations | General Awareness
 2589 | History - Ancient | General Awareness
 2590 | Basic Science | General Awareness
 2591 | Current Affairs | General Awareness
 2592 | Environment | General Awareness
 2593 | Defence | General Awareness
 2594 | Defence | General Awareness
 2595 | Sports | General Awareness
 2596 | Economy | General Awareness
 2597 | International Organizations | General Awareness
 2598 | Sports | General Awareness
 2599 | History - Modern | General Awareness
 2600 | Geography - India | General Awareness
 2601 | Defence | General Awareness
 2602 | Defence | General Awareness
 2603 | Basic Science | General Awareness
 2604 | Environment | General Awareness
 2605 | Environment | General Awareness
 2606 | Sports | General Awareness
 2607 | Defence | General Awareness
 2608 | Defence | General Awareness
 2609 | Coding Decoding | Reasoning
 2610 | Coding Decoding | Reasoning
 2611 | Number Series | Reasoning
 2612 | Seating Arrangement | Reasoning
 2613 | Syllogism | Reasoning
 2614 | Venn Diagrams | Reasoning
 2615 | Number Series | Reasoning
 2616 | Classification (Jumbled Words) | Reasoning
 2617 | Non-Verbal Series | Reasoning
 2618 | Non-Verbal Analogy | Reasoning
 2619 | Venn Diagrams | Reasoning
 2620 | Classification (Verbal) | Reasoning
 2621 | Classification (Verbal) | Reasoning
 2622 | Blood Relations | Reasoning
 2623 | Blood Relations | Reasoning
 2624 | Number Series | Reasoning
 2625 | Number Series | Reasoning
 2626 | Non-Verbal Dot Situation | Reasoning
 2627 | Non-Verbal Dot Situation | Reasoning
 2628 | Non-Verbal Series | Reasoning
 2629 | Ranking | Reasoning
 2630 | Coding Decoding | Reasoning
 2631 | Analogy | Reasoning
 2632 | Syllogism | Reasoning
 2633 | Venn Diagrams | Reasoning
 2634 | Verbal Series | Reasoning
 2635 | Non-Verbal Orientation | Reasoning
 2636 | Verbal Logic | Reasoning
 2637 | Verbal Logic | Reasoning
 2638 | Verbal Logic | Reasoning
 2639 | Verbal Classification | Reasoning
 2640 | Simplification | Numerical Ability
 2641 | Verbal Classification | Reasoning
 2642 | Venn Diagram | Reasoning
 2643 | Non-Verbal Series | Reasoning
 2644 | Verbal Logic | Reasoning
 2645 | Non-Verbal Orientation | Reasoning
 2646 | Average | Numerical Ability
 2647 | Simple Interest | Numerical Ability
 2648 | Mixtures and Alligations | Numerical Ability
 2649 | Profit and Loss | Numerical Ability
 2650 | Simplification | Numerical Ability
 2651 | Percentage | Numerical Ability
 2652 | Percentage | Numerical Ability
 2653 | Mixtures and Alligations | Numerical Ability
 2654 | Profit and Loss | Numerical Ability
 2655 | Average | Numerical Ability
 2656 | Speed, Time and Distance | Numerical Ability
 2657 | Ratio and Proportion | Numerical Ability
 2658 | Simple Interest | Numerical Ability
 2659 | Problems on Numbers | Numerical Ability
 2660 | Profit and Loss | Numerical Ability
 2661 | Mensuration | Numerical Ability
 2662 | Average | Numerical Ability
 2663 | Problems on Numbers | Numerical Ability
 2664 | Problems on Numbers | Numerical Ability
 2665 | Boats and Streams | Numerical Ability
 2666 | Reading Comprehension | Verbal Ability
 2667 | Reading Comprehension | Verbal Ability
 2668 | Reading Comprehension | Verbal Ability
 2669 | Reading Comprehension | Verbal Ability
 2670 | Reading Comprehension | Verbal Ability
 2671 | Reading Comprehension | Verbal Ability
 2672 | Reading Comprehension | Verbal Ability
 2673 | Reading Comprehension | Verbal Ability
 2674 | Reading Comprehension | Verbal Ability
 2675 | Sentence Rearrangement | Verbal Ability
 2676 | Sentence Rearrangement | Verbal Ability
 2677 | Sentence Rearrangement | Verbal Ability
 2678 | Sentence Rearrangement | Verbal Ability
 2679 | Sentence Rearrangement | Verbal Ability
 2680 | Error Spotting | Verbal Ability
 2681 | Error Spotting | Verbal Ability
 2682 | Error Spotting | Verbal Ability
 2683 | Grammar | Verbal Ability
 2684 | Grammar | Verbal Ability
 2685 | Sentence Rearrangement | Verbal Ability
 2686 | Sentence Rearrangement | Verbal Ability
 2687 | Sentence Rearrangement | Verbal Ability
 2688 | Sentence Rearrangement | Verbal Ability
 2689 | Sentence Rearrangement | Verbal Ability
 2690 | Sentence Rearrangement | Verbal Ability
 2691 | Grammar | Verbal Ability
 2692 | Grammar | Verbal Ability
 2693 | Grammar | Verbal Ability
 2694 | Grammar | Verbal Ability
 2695 | Grammar | Verbal Ability
 2696 |  | 
 2697 |  | 
 2698 |  | 
 2699 |  | 
 2700 | Defence | General Awareness
 2701 | Defence | General Awareness
 2702 | Defence | General Awareness
 2703 | Personalities | General Awareness
 2704 | Awards | General Awareness
 2705 | General Science | General Awareness
 2706 | Defence | General Awareness
 2707 | Organizations | General Awareness
 2708 | World Geography | General Awareness
 2709 | Indian Geography | General Awareness
 2710 | Modern History | General Awareness
 2711 | Economy | General Awareness
 2712 | Defence | General Awareness
 2713 | Sports | General Awareness
 2714 | Polity | General Awareness
 2715 | Sports | General Awareness
 2716 | World Geography | General Awareness
 2717 | General Science | General Awareness
 2718 | Polity | General Awareness
 2719 | Organizations | General Awareness
 2720 | Modern History | General Awareness
 2721 | Medieval History | General Awareness
 2722 | Awards | General Awareness
 2723 | General Science | General Awareness
 2724 | Logical Reasoning | Reasoning
 2725 | Verbal Series | Reasoning
 2726 | Logical Reasoning | Reasoning
 2727 | Logical Reasoning | Reasoning
 2728 | Logical Reasoning | Reasoning
 2729 | Logical Reasoning | Reasoning
 2730 | Pattern Completion | Reasoning
 2731 | Logical Reasoning | Reasoning
 2732 | Logical Reasoning | Reasoning
 2733 | Verbal Analogy | Reasoning
 2734 | Pattern Completion | Reasoning
 2735 | Logical Reasoning | Reasoning
 2736 | Verbal Series | Reasoning
 2737 | Verbal Series | Reasoning
 2738 | Verbal Classification | Reasoning
 2739 | Logical Reasoning | Reasoning
 2740 | Logical Reasoning | Reasoning
 2741 | Verbal Coding | Reasoning
 2742 | Verbal Coding | Reasoning
 2743 | Non-Verbal Venn Diagram | Reasoning
 2744 | Logical Reasoning | Reasoning
 2745 | Logical Reasoning | Reasoning
 2746 | Logical Reasoning | Reasoning
 2747 | Verbal Series | Reasoning
 2748 | Verbal Coding | Reasoning
 2749 | Idioms and Phrases | Verbal Ability
 2750 | Error Detection | Verbal Ability
 2751 | Antonyms | Verbal Ability
 2752 | Synonyms | Verbal Ability
 2753 | Time and Work | Numerical Ability
 2754 | Trains | Numerical Ability
 2755 | Compound Interest | Numerical Ability
 2756 | Defence | General Awareness
 2757 | Organizations | General Awareness
 2758 | Science | General Awareness
 2759 | Defence | General Awareness
 2760 | Defence | General Awareness
 2761 | Sports | General Awareness
 2762 | Verbal Analogy | Reasoning
 2763 | Verbal Coding-Decoding | Reasoning
 2764 | Verbal Puzzle | Reasoning
 2765 | Syllogism | Reasoning
 2766 | Non-Verbal Venn Diagram | Reasoning
 2767 | Non-Verbal Puzzle | Reasoning
 2768 | Verbal Classification | Reasoning
 2769 | Non-Verbal Series | Reasoning
 2770 | Non-Verbal Venn Diagram | Reasoning
 2771 | Verbal Classification | Reasoning
 2772 | Verbal Classification | Reasoning
 2773 | Verbal Logic | Reasoning
 2774 | Verbal Logic | Reasoning
 2775 | Verbal Series | Reasoning
 2776 | Verbal Series | Reasoning
 2777 | Non-Verbal Pattern | Reasoning
 2778 | Idioms & Phrases | Verbal Ability
 2779 | Error Detection | Verbal Ability
 2780 | Antonyms | Verbal Ability
 2781 | Synonyms | Verbal Ability
 2782 | Error Detection | Verbal Ability
 2783 | Antonyms | Verbal Ability
 2784 | Synonyms | Verbal Ability
 2785 | Sentence Completion | Verbal Ability
 2786 | Sentence Rearrangement | Verbal Ability
 2787 | Synonyms | Verbal Ability
 2788 | Antonyms | Verbal Ability
 2789 | One Word Substitution | Verbal Ability
 2790 | Analogy (Verbal) | Verbal Ability
 2791 | Sentence Completion | Verbal Ability
 2792 | Sentence Rearrangement | Verbal Ability
 2793 | Idioms & Phrases | Verbal Ability
 2794 | Analogy (Verbal) | Verbal Ability
 2795 | Error Detection | Verbal Ability
 2796 | Spelling | Verbal Ability
 2797 | Sentence Rearrangement | Verbal Ability
 2798 | Idioms & Phrases | Verbal Ability
 2799 | Spelling | Verbal Ability
 2800 | Error Detection | Verbal Ability
 2801 | Prepositions | Verbal Ability
 2802 | Reading Comprehension | Verbal Ability
 2803 | Reading Comprehension | Verbal Ability
 2804 | Reading Comprehension | Verbal Ability
 2805 | Cloze Test | Verbal Ability
 2806 | Cloze Test | Verbal Ability
 2807 | Cloze Test | Verbal Ability
 2808 | Time & Work | Numerical Ability
 2809 | Time & Work | Numerical Ability
 2810 | Ratio & Proportion | Numerical Ability
 2811 | Trains | Numerical Ability
 2812 | Mensuration | Numerical Ability
 2813 | Average | Numerical Ability
 2814 | Probability | Numerical Ability
 2815 | Compound Interest | Numerical Ability
 2816 | Area & Perimeter | Numerical Ability
 2817 | LCM & HCF | Numerical Ability
 2818 | Profit & Loss | Numerical Ability
 2819 | Profit & Loss | Numerical Ability
 2820 | Percentage | Numerical Ability
 2821 | Simple Interest | Numerical Ability
 2822 | Profit & Loss | Numerical Ability
 2823 | Mixture & Alligation | Numerical Ability
 2824 | Time & Work | Numerical Ability
 2825 | Percentage | Numerical Ability
 2826 | Time, Speed & Distance | Numerical Ability
 2827 | Ratio & Proportion | Numerical Ability
 2828 | Defence | General Awareness
 2829 | International Organizations | General Awareness
 2830 | Geography - World | General Awareness
 2831 | Polity | General Awareness
 2832 | International Organizations | General Awareness
 2833 | History - Ancient | General Awareness
 2834 | Basic Science | General Awareness
 2835 | Current Affairs | General Awareness
 2836 | Environment | General Awareness
 2837 | Defence | General Awareness
 2838 | Defence | General Awareness
 2839 | Sports | General Awareness
 2840 | Economy | General Awareness
 2841 | International Organizations | General Awareness
 2842 | Sports | General Awareness
 2843 | History - Modern | General Awareness
 2844 | Geography - India | General Awareness
 2845 | Defence | General Awareness
 2846 | Defence | General Awareness
 2847 | Basic Science | General Awareness
 2848 | Environment | General Awareness
 2849 | Environment | General Awareness
 2850 | Sports | General Awareness
 2851 | Defence | General Awareness
 2852 | Defence | General Awareness
 2853 | Coding Decoding | Reasoning
 2854 | Coding Decoding | Reasoning
 2855 | Number Series | Reasoning
 2856 | Seating Arrangement | Reasoning
 2857 | Syllogism | Reasoning
 2858 | Venn Diagrams | Reasoning
 2859 | Number Series | Reasoning
 2860 | Classification (Jumbled Words) | Reasoning
 2861 | Non-Verbal Series | Reasoning
 2862 | Non-Verbal Analogy | Reasoning
 2863 | Venn Diagrams | Reasoning
 2864 | Classification (Verbal) | Reasoning
 2865 | Classification (Verbal) | Reasoning
 2866 | Blood Relations | Reasoning
 2867 | Blood Relations | Reasoning
 2868 | Number Series | Reasoning
 2869 | Number Series | Reasoning
 2870 | Non-Verbal Dot Situation | Reasoning
 2871 | Non-Verbal Dot Situation | Reasoning
 2872 | Non-Verbal Series | Reasoning
 2873 | Ranking | Reasoning
 2874 | Coding Decoding | Reasoning
 2875 | Analogy | Reasoning
 2876 | Syllogism | Reasoning
 2877 | Venn Diagrams | Reasoning

Unique Topics:
- 
- Algebra
- Analogy
- Analogy (Verbal)
- Ancient History
- Ancient Indian History
- Antonyms
- Area
- Area & Perimeter
- Area and Perimeter
- Art & Culture
- Art and Culture
- Average
- Awards
- Awards / Environment
- Awards and Honors
- Awards and Honours
- Basic Science
- Basic Science (Biology)
- Basic Science (Physics)
- Blood Relations
- Boat & Stream
- Boat and Stream
- Boats & Streams
- Boats and Streams
- Books
- Books & Authors
- Books and Authors
- Character Puzzle
- Classification
- Classification (Jumbled Words)
- Classification (Letter)
- Classification (Number)
- Classification (Verbal)
- Clock Problems
- Clocks
- Clocks (Mirror Image)
- Cloze Test
- Coding Decoding
- Coding and Decoding
- Coding-Decoding
- Completion of Pattern
- Compound Interest
- Comprehension
- Culture
- Current Affairs
- Current Affairs (2015)
- Decimal Fractions
- Decimals and Fractions
- Defence
- Defence - Ranks
- Defence Exercises
- Defence Technology
- Defence and Space
- Direction & Distance
- Direction Sense Test
- Direction and Distance
- Distance & Direction
- Dot Situation
- Economics
- Economy
- Embedded Figures
- Environment
- Error Detection
- Error Detection (Spelling)
- Error Spotting
- Exponents and Powers
- Fractions
- General Awareness
- General Science
- Geography - India
- Geography - Physical
- Geography - World
- Geography World
- Geography of India
- Government Schemes
- Grammar
- Grammar (Spellings)
- Grammar (Voice)
- HCF & LCM
- HCF and LCM
- History - Ancient
- History - Ancient/Medieval
- History - Medieval
- History - Modern
- Idioms
- Idioms & Phrases
- Idioms and Phrases
- Important Organizations
- Important Organizations / Defence
- Indian Culture
- Indian Geography
- Indian Polity
- International Organizations
- International Organizations / Summits
- LCM
- LCM & HCF
- Letter Series
- Linear Equations
- Logical Arrangement
- Logical Reasoning
- Mathematical Operations
- Medieval History
- Medieval Indian History
- Mensuration
- Mensuration - Area and Perimeter
- Missing Number
- Mixture & Alligation
- Mixture and Alligation
- Mixtures & Alligations
- Mixtures and Alligations
- Modern History
- Modern Indian History
- Non-Verbal Analogy
- Non-Verbal Classification
- Non-Verbal Dot Situation
- Non-Verbal Embedded
- Non-Verbal Embedded Figures
